Fecha,real,forecast
2017-08-20,360.7440607625624,608.957213087131
2017-08-27,573.1170890462331,650.5744400627
2017-09-03,528.483583827182,816.9177704826676
2017-09-10,992.416815422656,1238.0693501198298
2017-09-17,1502.1107293369794,1562.8955705617932
2017-09-24,2157.3052667793563,1734.9760898114832
2017-10-01,2760.1283805337944,2250.323833208429
2017-10-08,3624.2974903793684,2957.7433860296246
2017-10-15,4543.897988171793,4402.774426962805
2017-10-22,4410.820007155033,5094.516574748782
2017-10-29,5763.669471048415,6960.592132128124
2017-11-05,6585.2394103205215,6243.984685166524
2017-11-12,5854.804955237535,5796.02141530878
2017-11-19,6232.764699872697,4475.565772029189
2017-11-26,6256.438803884683,5968.175004448123
2017-12-03,5169.647139454567,4787.487932793401
2017-12-10,4567.660100005384,5623.702311735778
2017-12-17,4963.197714548216,4571.698887875054
2017-12-24,4486.043000214564,4348.82605354139
2017-12-31,5317.628906568662,3670.172962390622
2018-01-07,4532.460356279242,5475.517729857084
2018-01-14,5376.543373301378,5171.257995395375
2018-01-21,5312.470294256072,6215.8029388610885
2018-01-28,5962.479140056132,4584.513338186824
2018-02-04,4898.918155613756,5292.951450681341
2018-02-11,5007.401335407884,6401.159381955524
2018-02-18,6195.980815357648,7242.11282502973
2018-02-25,5608.934796084173,7062.078228852859
2018-03-04,6375.598009422848,6204.162810291556
2018-03-11,5735.913158080403,6601.439770615347
2018-03-18,5374.261939772056,7295.573683169093
2018-03-25,5544.5198405010915,6923.523097425902
2018-04-01,6538.903292245017,7237.691701613025
2018-04-08,7124.256853410685,6040.109399507159
2018-04-15,5685.708080770454,5540.442622879155
2018-04-22,6919.462652533767,5822.034803020798
2018-04-29,5574.104008225533,5162.451696453736
2018-05-06,5876.664744157954,4392.881902743469
2018-05-13,6392.106245806384,4764.234216234449
2018-05-20,6003.412931851519,5022.462393914848
2018-05-27,5607.922706135706,5358.166499751424
2018-06-03,4808.270099359685,5083.772713560849
2018-06-10,3332.070903653211,4011.7479274063353
2018-06-17,2185.1732819824842,3000.3786687395977
2018-06-24,1982.1629319511944,2292.851464779471
2018-07-01,1871.4287828736853,1441.3067745593185
2018-07-08,1169.3463860126606,915.1821737567072
2018-07-15,765.1569256227266,1170.8678002951997
2018-07-22,525.6300994574217,1539.201088186278
2018-07-29,533.6862000505766,1216.2004743384502
2018-08-05,427.0477995939572,823.431151912845
2018-08-12,196.96827458642358,394.7875097721628
